Ticker,Start Date,End Date,Start Price,End Price,Percentage Increase
SMHI,2022-01-03,2022-03-31,3.42,8.07,135.96
PKKFF,2021-07-01,2021-09-30,3.3,7.78,135.91
CVV,2023-01-03,2023-03-31,5.64,13.3,135.82
HPKEW,2022-01-03,2022-03-31,5.2,12.25,135.58
PRPH,2020-10-01,2020-12-31,3.42,8.05,135.38
FTCHQ,2020-10-01,2020-12-31,27.11,63.81,135.37
LGHL,2021-01-04,2021-03-31,94.0,221.0,135.11
GDXD,2022-04-01,2022-06-30,81.0,190.4,135.06
SONM,2023-01-03,2023-03-31,4.3,10.1,134.88
APLM,2023-01-03,2023-03-31,10.35,24.2,133.91
CLSK,2020-10-01,2020-12-31,12.43,29.05,133.71
NCRRP,2020-10-01,2020-12-31,490.68,1146.46,133.64
ORMP,2021-01-04,2021-03-31,4.35,10.16,133.56
APGE,2024-01-02,2024-03-28,28.51,66.45,133.08
VERU,2022-04-01,2022-06-30,4.85,11.3,132.99
HBANM,2021-06-10,2021-06-30,9.22,21.45,132.74
SIF,2020-10-01,2020-12-31,3.61,8.4,132.69
SLGD,2023-10-02,2023-12-29,8.0,18.6,132.52
ORGO,2021-01-04,2021-03-31,7.84,18.22,132.4
PRTH,2020-10-01,2020-12-31,3.03,7.04,132.34
THAR,2023-01-03,2023-03-31,127.88,297.0,132.26
RCKT,2020-10-01,2020-12-31,23.64,54.84,131.98
CPRI,2020-10-01,2020-12-31,18.11,42.0,131.92
FILG,2023-10-02,2023-12-29,19.95,46.25,131.83
GRTS,2021-01-04,2021-03-31,4.07,9.43,131.7
BOIL,2021-07-01,2021-09-30,710.4,1646.0,131.7
GTBP,2020-10-01,2020-12-31,93.33,216.24,131.69
ESEA,2021-04-01,2021-06-30,8.22,19.03,131.49
HPK,2020-10-01,2020-12-31,6.71,15.52,131.45
ELTK,2023-04-03,2023-06-30,3.98,9.21,131.44
BBIO,2023-01-03,2023-03-31,7.17,16.58,131.24
COIN,2023-10-02,2023-12-29,75.31,173.92,130.94
LCID,2021-01-04,2021-03-31,10.04,23.18,130.88
SSCC,2021-01-04,2021-03-31,411.0,948.0,130.66
ETNB,2022-10-03,2022-12-30,5.52,12.73,130.62
SOGP,2021-01-04,2021-03-31,39.7,91.5,130.48
FARM,2021-01-04,2021-03-31,4.53,10.44,130.46
STOK,2024-01-02,2024-03-28,5.86,13.5,130.38
EFTR,2023-04-03,2023-06-30,9.01,20.75,130.29
DNMR,2020-10-01,2020-12-31,10.21,23.51,130.26
LDSN,2021-04-01,2021-06-30,6.3,14.5,130.16
WAVD,2020-10-01,2020-12-31,18.9,43.5,130.16
TSNDF,2020-10-01,2020-12-31,4.37,10.05,129.98
OGBLY,2021-07-01,2021-09-30,3.85,8.84,129.61
GPAEF,2023-10-02,2023-12-29,4.4,10.1,129.49
ADVM,2023-04-03,2023-06-30,6.93,15.9,129.44
XPEV,2020-10-01,2020-12-31,18.67,42.83,129.41
CELH,2020-10-01,2020-12-31,7.31,16.77,129.41
XBIO,2020-10-01,2020-12-31,8.9,20.4,129.21
EZGO,2023-01-03,2023-03-31,31.24,71.6,129.19
IVDA,2021-10-01,2021-12-31,61.44,140.8,129.17
OII,2020-10-01,2020-12-31,3.48,7.95,128.45
NTPIF,2021-04-01,2021-06-30,12.13,27.71,128.44
CDRO,2024-01-02,2024-03-28,3.05,6.97,128.36
XOMA,2020-10-01,2020-12-31,19.34,44.13,128.18
WKEY,2021-01-04,2021-03-31,31.4,71.65,128.18
SG,2024-01-02,2024-03-28,11.07,25.26,128.18
DRFS,2021-07-01,2021-09-30,3.42,7.8,128.07
NVCT,2022-02-04,2022-03-31,3.25,7.41,128.0
PMCB,2021-01-04,2021-03-31,11.62,26.5,128.0
DAC,2021-01-04,2021-03-31,18.94,43.18,127.99
ATEC,2020-10-01,2020-12-31,6.37,14.52,127.94
TRML,2023-10-02,2023-12-29,11.5,26.18,127.56
CNSP,2023-04-03,2023-06-30,49.0,111.5,127.55
TYRA,2023-01-03,2023-03-31,7.07,16.07,127.3
LTCN,2024-01-02,2024-03-28,17.0,38.64,127.29
DNLI,2020-10-01,2020-12-31,36.89,83.76,127.05
SFWL,2023-04-03,2023-06-30,4.04,9.17,126.98
PPSI,2021-10-01,2021-12-31,3.31,7.5,126.59
GEVO,2021-01-04,2021-03-31,4.33,9.81,126.56
ACORQ,2022-10-03,2022-12-30,6.8,15.4,126.47
YSG,2022-04-01,2022-06-30,3.42,7.75,126.28
HUT,2023-01-03,2023-03-31,4.09,9.25,126.16
PSIX,2021-01-04,2021-03-31,3.25,7.35,126.15
LCCN,2020-10-01,2020-12-31,16.38,37.0,125.95
MP,2020-10-01,2020-12-31,14.24,32.17,125.91
NRXP,2020-10-01,2020-12-31,108.1,244.0,125.72
PYRGF,2021-01-04,2021-03-31,3.0,6.77,125.67
KC,2023-01-03,2023-03-31,3.94,8.89,125.63
IVDA,2023-01-03,2023-03-31,4.72,10.64,125.42
NEGG,2021-04-01,2021-06-30,8.6,19.38,125.35
ALIM,2021-01-04,2021-03-31,4.27,9.62,125.29
ASTH,2021-04-01,2021-06-30,27.97,62.81,124.56
TH,2022-07-01,2022-09-30,5.62,12.62,124.56
FLL,2021-01-04,2021-03-31,3.79,8.51,124.54
X,2020-10-01,2020-12-31,7.3,16.38,124.43
IMNM,2024-01-02,2024-03-28,11.01,24.68,124.16
BNKU,2020-10-01,2020-12-31,11.4,25.54,124.04
NIO,2020-10-01,2020-12-31,21.76,48.74,123.99
GP,2020-10-01,2020-12-31,13.0,29.11,123.92
FATE,2020-10-01,2020-12-31,40.61,90.93,123.91
KRRO,2022-10-03,2022-12-30,86.0,192.5,123.84
GLBE,2021-05-12,2021-06-30,25.5,57.08,123.84
VFF,2020-10-01,2020-12-31,4.53,10.14,123.84
METC,2021-07-01,2021-09-30,4.89,10.94,123.82
TOPS,2023-10-02,2023-12-29,6.99,15.62,123.46
ETCG,2023-01-03,2023-03-31,3.09,6.9,123.3
SURG,2021-01-04,2021-03-31,5.6,12.5,123.21
CJPRF,2023-07-03,2023-09-29,4.87,10.86,123.13
SMR,2024-04-01,2024-06-28,5.24,11.69,123.09
BLTE,2023-07-03,2023-09-29,14.3,31.85,122.73
NTPIF,2021-01-04,2021-03-31,5.54,12.33,122.56
KOLD,2023-01-03,2023-03-31,16.28,36.21,122.42
GMBL,2021-01-04,2021-03-31,270000.0,600400.0,122.37
STIM,2022-10-03,2022-12-30,3.09,6.87,122.33
BETSF,2021-01-04,2021-03-31,25050.0,55650.0,122.16
WFRD,2021-01-04,2021-03-31,5.73,12.71,121.95
NAAS,2023-01-03,2023-03-31,96.2,213.0,121.41
OCGN,2021-01-04,2021-03-31,3.07,6.79,121.17
BULZ,2023-01-03,2023-03-31,20.8,46.0,121.15
SMCI,2023-04-03,2023-06-30,112.72,249.25,121.12
OILCF,2023-01-03,2023-03-31,6.76,14.92,120.71
NEXT,2022-01-03,2022-03-31,3.0,6.62,120.67
BTCM,2021-01-04,2021-03-31,97.0,213.7,120.31
STIM,2020-10-01,2020-12-31,5.05,11.11,120.0
IONQ,2023-04-03,2023-06-30,6.15,13.53,120.0
NRGU,2021-01-04,2021-03-31,60.98,134.13,119.96
EVLO,2020-10-01,2020-12-31,110.0,241.8,119.82
FSLY,2023-01-03,2023-03-31,8.08,17.76,119.8
VERV,2022-07-01,2022-09-30,15.63,34.35,119.77
INOD,2024-04-01,2024-06-28,6.75,14.83,119.7
AULT,2020-10-01,2020-12-31,10382.62,22810.31,119.7
TAYD,2024-01-02,2024-03-28,22.66,49.77,119.64
REVG,2021-01-04,2021-03-31,7.07,15.52,119.47
NGL-PC,2023-01-03,2023-03-31,7.15,15.69,119.37
UPST,2023-04-03,2023-06-30,16.34,35.81,119.16
SLDB,2020-10-01,2020-12-31,51.9,113.7,119.08
RCKY,2023-10-02,2023-12-29,13.58,29.73,118.97
RYI,2020-10-01,2020-12-31,5.8,12.7,118.94
ABIO,2024-04-01,2024-06-28,11.29,24.72,118.86
CYCC,2020-10-01,2020-12-31,53.55,117.15,118.77
SQZB,2020-10-30,2020-12-31,13.25,28.98,118.72
GXLM,2023-01-03,2023-03-31,5.08,11.11,118.7
AUVIQ,2021-01-04,2021-03-31,571.25,1248.75,118.6
ARVN,2023-10-02,2023-12-29,18.84,41.16,118.47
EGHT,2020-10-01,2020-12-31,15.78,34.47,118.44
EVER,2022-10-03,2022-12-30,6.75,14.74,118.37
TMDX,2021-01-04,2021-03-31,19.0,41.49,118.37
ALAR,2024-01-02,2024-03-28,9.04,19.74,118.36
TGI,2023-10-02,2023-12-29,7.6,16.58,118.16
NMM,2021-01-04,2021-03-31,10.54,22.99,118.0
GDC,2020-10-01,2020-12-31,26.7,58.2,117.98
INSE,2020-10-01,2020-12-31,3.02,6.58,117.88
VTVT,2024-01-02,2024-03-28,10.8,23.53,117.87
MYTHY,2021-04-01,2021-06-30,6.1,13.28,117.77
HOVVB,2023-10-02,2023-12-29,40.5,88.05,117.41
PRTA,2022-07-01,2022-09-30,27.89,60.63,117.39
GMVDF,2021-01-04,2021-03-31,80.5,175.0,117.39
DYN,2024-01-02,2024-03-28,13.06,28.39,117.38
CLF,2020-10-01,2020-12-31,6.7,14.56,117.31
XNET,2021-01-04,2021-03-31,3.01,6.54,117.28
OCX,2021-01-04,2021-03-31,47.8,103.8,117.15
AWH,2020-10-01,2020-12-31,46.35,100.65,117.15
NPCE,2023-07-03,2023-09-29,4.49,9.73,116.7
EOSS,2020-10-01,2020-12-31,1500.0,3250.0,116.67
RCEL,2023-01-03,2023-03-31,6.45,13.97,116.59
QFIN,2021-01-04,2021-03-31,10.48,22.7,116.57
PPSI,2023-04-03,2023-06-30,3.88,8.4,116.49
RRGB,2021-01-04,2021-03-31,18.43,39.89,116.44
BTU,2022-01-03,2022-03-31,11.12,24.05,116.31
TDS,2023-07-03,2023-09-29,8.26,17.85,116.18
DPRO,2021-07-01,2021-09-30,38.75,83.75,116.13
RETO,2021-10-01,2021-12-31,787.0,1700.0,116.01
OBLG,2020-10-01,2020-12-31,1428.0,3084.0,115.97
PHUN,2024-01-02,2024-03-28,4.15,8.96,115.9
RGC,2021-07-16,2021-09-30,10.5,22.65,115.71
ABAT,2023-01-03,2023-03-31,6.54,14.1,115.6
GTBP,2021-04-01,2021-06-30,215.7,465.0,115.58
NRGU,2020-10-01,2020-12-31,28.4,61.17,115.39
WEAV,2023-04-03,2023-06-30,5.16,11.11,115.31
LQDT,2020-10-01,2020-12-31,7.39,15.91,115.29
BLIDF,2023-04-03,2023-06-30,12.32,26.53,115.27
YELLQ,2021-10-01,2021-12-31,5.85,12.59,115.21
SKYH,2023-10-02,2023-12-29,4.49,9.66,115.14
ACET,2021-10-01,2021-12-31,8.13,17.49,115.13
VTLE,2020-10-01,2020-12-31,9.16,19.7,115.07
SHC,2023-01-03,2023-03-31,8.33,17.91,115.01
LSPD,2020-10-01,2020-12-31,32.74,70.39,115.0
BANL,2023-03-23,2023-03-31,4.42,9.5,114.93
ARAT,2021-10-01,2021-12-31,3.5,7.52,114.86
WATT,2021-01-04,2021-03-31,37.8,81.2,114.81
DDD,2020-10-01,2020-12-31,4.88,10.48,114.75
MGNX,2023-10-02,2023-12-29,4.48,9.62,114.73
LC,2020-10-01,2020-12-31,4.92,10.56,114.63
BAMGF,2022-07-01,2022-09-30,5.04,10.82,114.59
RETO,2021-01-04,2021-03-31,676.0,1450.0,114.5
LIFD,2021-01-04,2021-03-31,3.5,7.5,114.29
RYAM,2020-10-01,2020-12-31,3.05,6.52,113.77
ANY,2021-07-01,2021-09-30,19.46,41.58,113.67
PRLD,2020-10-01,2020-12-31,33.5,71.55,113.58
DMAC,2020-10-01,2020-12-31,4.75,10.14,113.47
STRO,2020-10-01,2020-12-31,10.17,21.71,113.47
RES,2022-01-03,2022-03-31,4.79,10.22,113.4
PTGX,2023-01-03,2023-03-31,10.78,23.0,113.36
KYMR,2020-10-01,2020-12-31,29.08,62.0,113.2
SLDB,2024-01-02,2024-03-28,6.25,13.32,113.12
EGLXF,2021-01-04,2021-03-31,3.5,7.46,113.08
CRCT,2021-04-01,2021-06-30,16.2,34.5,113.0
ANTX,2022-07-01,2022-09-30,8.16,17.38,112.99
ABOS,2022-07-01,2022-09-30,4.71,10.03,112.95
SBET,2021-01-04,2021-03-31,34.0,72.4,112.94
MESA,2021-01-04,2021-03-31,6.32,13.45,112.82
DVAX,2021-01-04,2021-03-31,4.62,9.83,112.77
TNGX,2022-10-03,2022-12-30,3.41,7.25,112.61
ALRN,2024-01-02,2024-03-28,3.12,6.63,112.5
PMN,2021-01-04,2021-03-31,4.8,10.2,112.5
EXOD,2024-04-01,2024-06-28,8.0,17.0,112.5
SICP,2021-01-04,2021-03-31,66.94,142.17,112.38
VERA,2023-04-03,2023-06-30,7.56,16.05,112.3
AYRO,2020-10-01,2020-12-31,22.96,48.64,111.85
OILCF,2021-01-04,2021-03-31,9.24,19.56,111.69
ZIM,2021-01-28,2021-03-31,4.42,9.35,111.65
AQB,2020-10-01,2020-12-31,82.8,175.2,111.59
ZDGE,2021-01-04,2021-03-31,5.72,12.1,111.54
YTEN,2021-01-04,2021-03-31,142.32,300.96,111.47
CVNA,2023-01-03,2023-03-31,4.63,9.79,111.45
ALAR,2023-10-02,2023-12-29,3.67,7.76,111.44
MOGO,2021-01-04,2021-03-31,12.06,25.5,111.44
SOHOB,2020-10-01,2020-12-31,4.57,9.65,111.44
GPRE,2021-01-04,2021-03-31,12.81,27.07,111.32
BCRX,2020-10-01,2020-12-31,3.53,7.45,111.05
LTRN,2024-01-02,2024-03-28,4.17,8.8,111.03
FRHC,2020-10-01,2020-12-31,24.32,51.31,110.98
DFRYF,2020-10-01,2020-12-31,30.49,64.33,110.96
STEM,2020-10-08,2020-12-31,9.7,20.46,110.93
DISPF,2023-07-03,2023-09-29,31.83,67.12,110.87
VISL,2021-01-04,2021-03-31,27.8,58.6,110.79
TPL,2021-01-04,2021-03-31,238.82,502.91,110.58
NEGG,2021-01-04,2021-03-31,4.17,8.77,110.31
ENVX,2022-07-01,2022-09-30,8.72,18.33,110.26
XP,2023-04-03,2023-06-30,10.56,22.2,110.22
RDFN,2023-01-03,2023-03-31,4.31,9.06,110.21
FTHM,2020-10-01,2020-12-31,17.15,36.04,110.15
OASPW,2021-10-01,2021-12-31,20.0,42.03,110.15
IDEX,2020-10-01,2020-12-31,118.38,248.75,110.14
SPLP,2021-04-01,2021-06-30,13.86,29.12,110.1
ZIM,2024-04-01,2024-06-28,10.04,21.1,110.03
CVRX,2023-10-02,2023-12-29,14.99,31.44,109.74
SIG,2021-01-04,2021-03-31,26.64,55.86,109.69
GREE,2021-01-04,2021-03-31,105.8,221.74,109.59
XMTR,2023-10-02,2023-12-29,17.14,35.91,109.51
AMR,2022-01-03,2022-03-31,59.8,125.27,109.49
CEAD,2021-01-04,2021-03-31,57.6,120.6,109.38
TGTX,2023-10-02,2023-12-29,8.16,17.08,109.31
KSS,2020-10-01,2020-12-31,15.51,32.43,109.1
SNTG,2021-07-08,2021-09-30,5.0,10.45,109.0
PBNNF,2020-10-01,2020-12-31,1906748160.0,3979300608.0,108.7
ALTM,2020-10-01,2020-12-31,3.75,7.83,108.64
ZEOX,2021-04-01,2021-06-30,14.0,29.2,108.57
SPRU,2020-10-01,2020-12-31,91.04,189.84,108.52
ZEUS,2021-01-04,2021-03-31,13.68,28.5,108.35
IZEA,2021-01-04,2021-03-31,7.24,15.08,108.29
WAVD,2024-01-02,2024-03-28,4.98,10.38,108.26
SMID,2023-10-02,2023-12-29,18.97,39.5,108.22
BAOS,2023-04-03,2023-06-30,3.77,7.85,108.22
SOHON,2020-10-01,2020-12-31,4.68,9.74,108.2
AEYE,2024-01-02,2024-03-28,4.81,10.01,108.11
RYTM,2023-10-02,2023-12-29,22.1,45.97,108.01
COHU,2020-10-01,2020-12-31,18.36,38.18,107.95
SHIP,2021-01-04,2021-03-31,4.15,8.62,107.84
PRTA,2021-04-01,2021-06-30,24.74,51.41,107.8
SFIX,2020-10-01,2020-12-31,28.29,58.72,107.56
FLNT,2020-10-01,2020-12-31,15.36,31.86,107.42
PEPG,2024-01-02,2024-03-28,7.09,14.7,107.33
WAVD,2021-01-04,2021-03-31,42.0,87.0,107.14
YALA,2020-10-01,2020-12-31,6.92,14.33,107.08
EOSE,2020-11-02,2020-12-31,10.07,20.84,106.95
PROP,2021-10-01,2021-12-31,42.65,88.24,106.9
PBF,2021-01-04,2021-03-31,6.56,13.57,106.87
UHG,2023-01-03,2023-03-31,10.06,20.8,106.76
ATER,2020-10-01,2020-12-31,8.33,17.21,106.6
RCON,2022-10-03,2022-12-30,10.98,22.68,106.56
INO,2024-01-02,2024-03-28,6.72,13.88,106.55
OBE,2022-01-03,2022-03-31,4.29,8.86,106.53
SGLY,2021-10-01,2021-12-31,23.1,47.7,106.49
RTNXF,2021-01-04,2021-03-31,6.8,14.03,106.4
QRHC,2022-07-01,2022-09-30,4.09,8.44,106.36
DSHKO,2020-10-01,2020-12-31,7.2,14.85,106.34
WYY,2020-10-01,2020-12-31,4.9,10.11,106.33
RCRT,2020-10-01,2020-12-31,60.0,123.75,106.25
YQ,2022-01-03,2022-03-31,6.45,13.3,106.2
ZURA,2023-03-21,2023-03-31,7.24,14.92,106.08
AVNW,2021-01-04,2021-03-31,17.25,35.52,105.97
CSTF,2020-10-01,2020-12-31,32.75,67.44,105.94
GME,2024-04-01,2024-06-28,11.99,24.69,105.92
EH,2022-10-03,2022-12-30,4.17,8.58,105.76
BERZ,2022-04-01,2022-06-30,206.2,423.8,105.53
ANVS,2023-10-02,2023-12-29,9.1,18.7,105.49
SNDL,2021-01-04,2021-03-31,5.5,11.3,105.45
TIGR,2021-01-04,2021-03-31,8.66,17.79,105.43
CRBP,2023-01-03,2023-03-31,3.54,7.27,105.37
FENG,2020-10-01,2020-12-31,3.51,7.2,105.36
BDRY,2023-10-02,2023-12-29,5.63,11.56,105.33
DUFRY,2020-10-01,2020-12-31,3.04,6.24,105.16
TMDX,2024-04-01,2024-06-28,73.43,150.62,105.12
ROOT,2023-04-03,2023-06-30,4.36,8.94,105.05
NKTX,2020-10-01,2020-12-31,29.98,61.47,105.04
EBON,2023-10-02,2023-12-29,7.47,15.3,104.96
APEI,2023-10-02,2023-12-29,4.71,9.65,104.88
WLLBW,2021-10-01,2021-12-31,5.76,11.8,104.86
BBIG,2021-01-04,2021-03-31,17.01,34.83,104.8
IMVT,2023-07-03,2023-09-29,18.75,38.39,104.75
CAR,2021-01-04,2021-03-31,33.67,68.92,104.68
PLSE,2020-10-01,2020-12-31,11.66,23.86,104.63
SOHOO,2020-10-01,2020-12-31,4.68,9.57,104.45
GTBT,2021-01-04,2021-03-31,4.5,9.2,104.44
STKS,2021-01-04,2021-03-31,3.66,7.48,104.37
PRTA,2021-01-04,2021-03-31,12.3,25.12,104.23
ICG,2023-10-02,2023-12-29,6.06,12.37,104.13
WOW,2020-10-01,2020-12-31,5.23,10.67,104.02
GXLM,2024-01-02,2024-03-28,31.99,65.25,103.97
BOIL,2022-01-03,2022-03-31,552.2,1126.2,103.95
LEE,2021-01-04,2021-03-31,12.6,25.69,103.89
JOE,2020-10-01,2020-12-31,20.17,41.13,103.87
TTNP,2022-07-01,2022-09-30,10.6,21.6,103.77
TSE,2020-10-01,2020-12-31,23.24,47.35,103.76
VTNR,2022-01-03,2022-03-31,4.88,9.94,103.69
EVTV,2020-10-01,2020-12-31,3.9,7.94,103.59
PARR,2020-10-01,2020-12-31,6.87,13.98,103.49
SD,2021-07-01,2021-09-30,4.9,9.95,103.28
ADXN,2024-01-02,2024-03-28,6.3,12.8,103.24
AEHR,2022-07-01,2022-09-30,6.94,14.1,103.17
CERE,2023-10-02,2023-12-29,20.89,42.4,102.97
RGBP,2021-07-01,2021-09-30,22.5,45.64,102.87
KPLT,2023-04-03,2023-06-30,11.1,22.5,102.7
ALLK,2022-07-01,2022-09-30,3.02,6.12,102.65
IRON,2023-04-03,2023-06-30,21.92,44.4,102.55
CMRX,2021-01-04,2021-03-31,4.76,9.64,102.52
NVTS,2023-01-03,2023-03-31,3.61,7.31,102.49
WBX,2021-10-01,2021-12-31,8.07,16.34,102.48
ARQQ,2021-07-01,2021-09-30,247.85,501.75,102.44
GCT,2023-10-02,2023-12-29,9.04,18.3,102.38
AA,2020-10-01,2020-12-31,11.05,22.35,102.37
HIPO,2024-01-02,2024-03-28,9.03,18.27,102.33
RLMD,2022-07-01,2022-09-30,18.3,37.02,102.3
IVVD,2021-08-06,2021-09-30,20.88,42.24,102.3
NTLA,2021-04-01,2021-06-30,80.06,161.91,102.24
LNZA,2023-04-03,2023-06-30,3.38,6.83,102.07
QTRX,2023-04-03,2023-06-30,11.16,22.55,102.06
MTRX,2023-07-03,2023-09-29,5.84,11.8,102.05
CRNC,2020-10-01,2020-12-31,49.74,100.48,102.01
CATX,2021-01-04,2021-03-31,5.4,10.9,101.85
ATHA,2020-10-01,2020-12-31,16.97,34.25,101.83
BILI,2020-10-01,2020-12-31,42.51,85.72,101.65
NMRD,2021-01-04,2021-03-31,3.79,7.64,101.58
MSTR,2023-01-03,2023-03-31,14.5,29.23,101.57
ASAN,2021-04-01,2021-06-30,30.81,62.03,101.33
CLMT,2021-01-04,2021-03-31,3.03,6.1,101.32
BFLY,2020-10-01,2020-12-31,9.83,19.79,101.32
ITXXF,2021-04-01,2021-06-30,4.1,8.25,101.22
COIN,2023-01-03,2023-03-31,33.6,67.57,101.1
AZUL,2023-04-03,2023-06-30,6.81,13.69,101.03
DUOL,2023-01-03,2023-03-31,70.93,142.59,101.03
DOGZ,2020-10-01,2020-12-31,21.0,42.2,100.95
TARS,2020-10-16,2020-12-31,20.58,41.33,100.83
HUGE,2023-01-03,2023-03-31,50.18,100.75,100.78
FLXS,2024-01-02,2024-03-28,18.42,36.97,100.74
IRTC,2021-10-01,2021-12-31,58.64,117.69,100.7
MFH,2021-01-04,2021-03-31,3.71,7.44,100.6
LGF-A,2023-01-03,2023-03-31,5.52,11.07,100.54
KLXE,2022-10-03,2022-12-30,8.64,17.31,100.35
GOTU,2024-01-02,2024-03-28,3.27,6.55,100.31
XENE,2021-10-01,2021-12-31,15.6,31.24,100.26
TREE,2023-10-02,2023-12-29,15.14,30.32,100.26
AMR,2021-04-01,2021-06-30,12.16,24.33,100.08
PHCI,2022-01-03,2022-03-31,5.0,10.0,100.0
BMNR,2021-01-04,2021-03-31,3.8,7.6,100.0
PRTHU,2021-04-01,2021-06-30,10.0,20.0,100.0
PRTHU,2021-01-04,2021-03-31,5.0,10.0,100.0
HIVE,2021-01-04,2021-03-31,9.75,19.5,100.0
PTZH,2023-10-02,2023-12-29,5.0,10.0,100.0
SNPW,2020-10-01,2020-12-31,4.0,8.0,100.0
OMQS,2021-01-04,2021-03-31,4.99,9.98,100.0
CDIX,2023-10-02,2023-12-29,7.5,15.0,100.0
TRAW,2021-01-04,2021-03-31,187.5,375.0,100.0
BFGX,2021-07-01,2021-09-30,6.0,12.0,100.0
LIND,2020-10-01,2020-12-31,8.56,17.12,100.0
CDIX,2023-04-03,2023-06-30,22.5,45.0,100.0
PMTS,2022-10-03,2022-12-30,18.05,36.08,99.89
YELLQ,2021-01-04,2021-03-31,4.4,8.79,99.77
BDRY,2021-01-04,2021-03-31,8.47,16.92,99.76
TASK,2021-07-01,2021-09-30,33.24,66.37,99.67
TISI,2020-10-01,2020-12-31,54.6,109.0,99.63
IMCC,2020-10-01,2020-12-31,58.62,117.0,99.59
CDLX,2020-10-01,2020-12-31,71.55,142.77,99.54
GBTC,2023-01-03,2023-03-31,8.2,16.36,99.51
SPR,2020-10-01,2020-12-31,19.58,39.02,99.29
GHRS,2024-01-02,2024-03-28,5.35,10.66,99.25
ORGO,2020-10-01,2020-12-31,3.78,7.53,99.21
CPSS,2021-10-01,2021-12-31,5.95,11.85,99.16
YI,2021-01-04,2021-03-31,6.93,13.8,99.13
TME,2022-10-03,2022-12-30,4.12,8.21,99.04
MBI,2023-10-02,2023-12-29,3.08,6.12,99.0
RZLT,2021-04-01,2021-06-30,7.17,14.27,98.97
WLLBW,2022-07-01,2022-09-30,10.5,20.89,98.95
FATE,2024-01-02,2024-03-28,3.69,7.34,98.92
AGS,2020-10-01,2020-12-31,3.62,7.2,98.9
HOVVB,2024-01-02,2024-03-28,88.05,175.0,98.75
ASPN,2023-10-02,2023-12-29,7.94,15.78,98.74
ESTA,2020-10-01,2020-12-31,18.94,37.64,98.73
GTE,2022-01-03,2022-03-31,7.9,15.7,98.73
PDS,2022-01-03,2022-03-31,37.2,73.92,98.71
OLN,2020-10-01,2020-12-31,11.64,23.13,98.7
EVLV,2023-04-03,2023-06-30,3.02,6.0,98.68
IREN,2023-10-02,2023-12-29,3.6,7.15,98.61
CMBM,2021-01-04,2021-03-31,23.54,46.72,98.47
BHVN,2022-10-03,2022-12-30,7.0,13.88,98.29
AUID,2023-04-03,2023-06-30,3.59,7.12,98.22
DIT,2020-10-01,2020-12-31,55.82,110.64,98.2
JILL,2021-04-01,2021-06-30,9.9,19.61,98.09
CUKPF,2023-04-03,2023-06-30,7.8,15.45,98.08
VIRC,2023-07-03,2023-09-29,3.98,7.89,98.0
ULBI,2023-07-03,2023-09-29,4.93,9.76,97.97
PRAX,2020-10-16,2020-12-31,417.0,825.3,97.91
NAMS,2024-01-02,2024-03-28,11.95,23.65,97.91
MDXG,2023-04-03,2023-06-30,3.34,6.61,97.9
PCVX,2022-10-03,2022-12-30,24.23,47.95,97.9
EAXR,2021-10-01,2021-12-31,3.79,7.5,97.89
PRTG,2020-10-01,2020-12-31,198.0,391.8,97.88
VITL,2024-04-01,2024-06-28,23.64,46.77,97.84
UAN,2020-10-01,2020-12-31,4.49,8.87,97.78
WVE,2022-10-03,2022-12-30,3.54,7.0,97.74
FGF,2021-04-01,2021-06-30,4.75,9.39,97.68
CNVS,2021-07-01,2021-09-30,25.4,50.2,97.64
GHSI,2020-10-01,2020-12-31,33.06,65.33,97.62
CRBU,2022-07-01,2022-09-30,5.34,10.55,97.57
INBK,2020-10-01,2020-12-31,14.09,27.84,97.54
MOD,2020-10-01,2020-12-31,6.36,12.56,97.48
NCSM,2020-10-01,2020-12-31,11.4,22.51,97.46
GATO,2020-10-28,2020-12-31,6.6,13.03,97.42
BKKT,2023-10-02,2023-12-29,28.25,55.75,97.35
LGF-B,2023-01-03,2023-03-31,5.26,10.38,97.34
SLI,2021-07-01,2021-09-30,4.12,8.13,97.33
OPRA,2023-04-03,2023-06-30,9.49,18.71,97.25
YYAI,2024-04-01,2024-06-28,4.36,8.6,97.25
BSEM,2024-01-02,2024-03-28,6.07,11.98,97.2
TGTX,2022-10-03,2022-12-30,6.0,11.83,97.17
FUVV,2020-10-01,2020-12-31,134.2,264.6,97.17
CARM,2021-01-04,2021-03-31,25.64,50.51,96.97
GPS,2023-10-02,2023-12-29,10.41,20.49,96.89
NHOLF,2021-01-04,2021-03-31,10.75,21.15,96.84
EBIXQ,2023-04-03,2023-06-30,12.81,25.2,96.72
CDXC,2021-01-04,2021-03-31,4.75,9.34,96.63
BNTX,2021-04-01,2021-06-30,112.38,220.95,96.61
ADTTF,2021-04-01,2021-06-30,12.04,23.66,96.59
ABXXF,2023-10-02,2023-12-29,4.98,9.79,96.53
ACCD,2023-01-03,2023-03-31,7.32,14.38,96.45
AEI,2021-01-04,2021-03-31,117.8,231.4,96.43
RICK,2020-10-01,2020-12-31,19.83,38.94,96.39
EDSA,2022-10-03,2022-12-30,7.7,15.12,96.36
BITW,2023-01-03,2023-03-31,5.58,10.95,96.24
GDLC,2023-10-02,2023-12-29,8.85,17.36,96.16
ENPH,2020-10-01,2020-12-31,89.51,175.47,96.03
